chr	start	end	Element name	Gene	class	Cell type	Fraction change in gene expr	Adjusted p-value	Significant	RNA readout method	Perturbation method	nKO	nCtrl	semKO	semCtrl	Power to detect 25% effects	Gene TSS	Normalized HiC Contacts	DHS (RPM)	H3K27ac (RPM)	Activity	ABC Score	Reference
chr19	49469005	49469505	promoter|chr19:49469005-49469505	BCAT2	promoter	K562	-0.01513779	0.930121891617	0	FlowFISH Screen	KRAB-dCas9	24	960	0.023374438557	0.00602416237943	0.999999999994	49314320	6.39084603752971	3.562113	14.740008	7.241387	0.005095670091947	This study
chr19	49470805	49471705	genic|chr19:49470805-49471705	BCAT2	genic	K562	0.03044005	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	45	960	0.0368574195877	0.00602416237943	0.999999621023	49314320	9.63640366097401	10.968509	10.5432	10.822254	0.011482961172674	This study
chr19	49473045	49473565	genic|chr19:49473045-49473565	BCAT2	genic	K562	0.02128161	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	44	960	0.0462319530199	0.00602416237943	0.999955668469	49314320	9.63640366097401	6.102059	2.149584	3.599175	0.00381890748255	This study
chr19	49474085	49474605	genic|chr19:49474085-49474605	BCAT2	genic	K562	-0.03484684	0.840622126037	0	FlowFISH Screen	KRAB-dCas9	81	960	0.0177073635712	0.00602416237943	1	49314320	9.63640366097401	4.308795	1.125973	2.202629	0.002337101243863	This study
chr19	49479345	49479885	genic|chr19:49479345-49479885	BCAT2	genic	K562	-0.04547375	0.82829963998	0	FlowFISH Screen	KRAB-dCas9	50	960	0.0253802962324	0.00602416237943	1	49314320	8.02143572182509	3.111103	3.377918	3.239915	0.002861586735128	This study
chr19	49482085	49482585	genic|chr19:49482085-49482585	BCAT2	genic	K562	0.00966552	0.930121891617	0	FlowFISH Screen	KRAB-dCas9	47	960	0.0254596918912	0.00602416237943	1	49314320	9.27616870292233	3.005179	1.535417	2.175073	0.002221588739831	This study
chr19	49486785	49487285	genic|chr19:49486785-49487285	BCAT2	genic	K562	0.03584596	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	39	960	0.0353250917403	0.00602416237943	0.99999976995	49314320	11.5561374016616	1.025936	0.204722	0.45829	0.00058314192694	This study
chr19	49495365	49495905	genic|chr19:49495365-49495905	BCAT2	genic	K562	-0.0101704	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	90	960	0.0174896586837	0.00602416237943	1	49314320	7.53384057193534	2.50916	5.220419	3.630137	0.003011345809294	This study
chr19	49496360	49497345	promoter|chr19:49496360-49497345	BCAT2	promoter	K562	-0.01616351	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	138	960	0.0137796213057	0.00602416237943	1	49314320	7.53384057193534	30.305797	14.740008	21.121793	0.017521383582859	This study
chr19	49520885	49521385	intergenic|chr19:49520885-49521385	BCAT2	intergenic	K562	0.01878433	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	89	960	0.0180818455964	0.00602416237943	1	49314320	6.80136762755868	3.262995	0.818889	1.634636	0.001224160886044	This study
chr19	49522305	49523045	promoter|chr19:49522305-49523045	BCAT2	promoter	K562	0.03801162	0.850051438428	0	FlowFISH Screen	KRAB-dCas9	66	960	0.0208707776013	0.00602416237943	1	49314320	6.80136762755868	3.166891	0.409445	1.138718	0.000852773361063	This study
chr19	49534785	49535418	promoter|chr19:49534785-49535418	BCAT2	promoter	K562	-0.0471866	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	26	960	0.0207482388396	0.00602416237943	1	49314320	3.8597635997159	6.34768	0.102361	0.80607	0.000342574201318	This study
chr19	49539941	49540505	promoter|chr19:49539941-49540505	BCAT2	promoter	K562	-0.05580275	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	23	960	0.0304859847497	0.00602416237943	0.999999899174	49314320	8.02933778503065	4.625295	0.204722	0.973083	0.00086030174477	This study
chr19	49541805	49542325	intergenic|chr19:49541805-49542325	BCAT2	intergenic	K562	0.00016129	0.991110473318	0	FlowFISH Screen	KRAB-dCas9	45	960	0.0290837027947	0.00602416237943	0.999999999795	49314320	8.02933778503065	0.729388	0.102361	0.27324	0.000241571221305	This study
chr19	49558747	49559725	promoter|chr19:49558747-49559725	BCAT2	promoter	K562	0.02051233	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	87	960	0.0168245015352	0.00602416237943	1	49314320	3.0200412750264	2.650314	0.716528	1.393671	0.000463440870696	This study
chr19	49574965	49575505	genic|chr19:49574965-49575505	BCAT2	genic	K562	-0.0112963	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	84	960	0.0178437458059	0.00602416237943	1	49314320	5.34125187252437	1.588207	0.307083	0.69836	0.000410717874773	This study
chr19	49577085	49577585	intergenic|chr19:49577085-49577585	BCAT2	intergenic	K562	0.00139836	0.983935502381	0	FlowFISH Screen	KRAB-dCas9	56	960	0.0252213736977	0.00602416237943	1	49314320	5.34125187252437	9.230711	1.74014	3.950553	0.002323390131649	This study
chr19	49584465	49584965	intergenic|chr19:49584465-49584965	BCAT2	intergenic	K562	0.02114485	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	23	960	0.0418394657249	0.00602416237943	0.999930058559	49314320	4.92992413301229	2.272074	0.818889	1.36403	0.000740432286392	This study
chr19	49588146	49588845	promoter|chr19:49588146-49588845	BCAT2	promoter	K562	-0.02237707	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	83	960	0.0188215933991	0.00602416237943	1	49314320	1.48990167196562	30.986479	18.629732	24.05304	0.003945924494586	This study
chr19	49600945	49601505	genic|chr19:49600945-49601505	BCAT2	genic	K562	-0.02771718	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	58	960	0.0196085556302	0.00602416237943	1	49314320	4.05614852718427	2.339326	0.92125	1.468027	0.000655645496481	This study
chr19	49609745	49610265	genic|chr19:49609745-49610265	BCAT2	genic	K562	0.01010202	0.930121891617	0	FlowFISH Screen	KRAB-dCas9	55	960	0.0185126618071	0.00602416237943	1	49314320	2.91378250815575	2.499028	0.92125	1.51731	0.000486802322631	This study
chr19	49613725	49614245	intergenic|chr19:49613725-49614245	BCAT2	intergenic	K562	-0.07898466	0.82829963998	0	FlowFISH Screen	KRAB-dCas9	16	960	0.0347732214308	0.00602416237943	0.999978061826	49314320	2.91378250815575	1.750903	1.125973	1.404088	0.000450477028148	This study
chr19	49616845	49617867	promoter|chr19:49616845-49617867	BCAT2	promoter	K562	0.01292475	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	130	960	0.0145544782112	0.00602416237943	1	49314320	4.15617574878161	6.873389	6.346392	6.622177	0.003030511094064	This study
chr19	49619745	49620265	genic|chr19:49619745-49620265	BCAT2	genic	K562	0.01808251	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	46	960	0.0239654298449	0.00602416237943	1	49314320	1.86483345451691	2.780146	1.125973	1.769283	0.000363294268317	This study
chr19	49621765	49622895	promoter|chr19:49621765-49622895	BCAT2	promoter	K562	0.01035941	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	156	960	0.0131816046734	0.00602416237943	1	49314320	1.86483345451691	14.531884	19.448621	16.826748	0.003455106448661	This study
chr19	49631065	49631765	genic|chr19:49631065-49631765	BCAT2	genic	K562	0.00364164	0.941509789267	0	FlowFISH Screen	KRAB-dCas9	101	960	0.0182698413987	0.00602416237943	1	49314320	2.31520426420635	20.804629	2.866113	7.710509	0.001965592796284	This study
chr19	49632465	49632985	genic|chr19:49632465-49632985	BCAT2	genic	K562	0.00602515	0.941509789267	0	FlowFISH Screen	KRAB-dCas9	106	960	0.0185151332812	0.00602416237943	1	49314320	2.31520426420635	7.38148	2.354307	4.171027	0.001063294345977	This study
chr19	49636645	49637145	genic|chr19:49636645-49637145	BCAT2	genic	K562	0.03146979	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	72	960	0.0241076678216	0.00602416237943	1	49314320	4.4980165341572	1.077873	1.023612	1.050391	0.000520227408104	This study
chr19	49639205	49639745	genic|chr19:49639205-49639745	BCAT2	genic	K562	-0.00845959	0.930121891617	0	FlowFISH Screen	KRAB-dCas9	53	960	0.0244752004073	0.00602416237943	1	49314320	4.4980165341572	5.675842	2.251946	3.561224	0.001763768283617	This study
chr19	49646085	49646585	genic|chr19:49646085-49646585	BCAT2	genic	K562	-0.00876318	0.930121891617	0	FlowFISH Screen	KRAB-dCas9	79	960	0.0180958368682	0.00602416237943	1	49314320	3.81299948004224	10.273019	1.433056	3.852838	0.00161759086038	This study
chr19	49650945	49651825	genic|chr19:49650945-49651825	BCAT2	genic	K562	-0.0030033	0.941509789267	0	FlowFISH Screen	KRAB-dCas9	95	960	0.0173772360634	0.00602416237943	1	49314320	1.31655901028148	6.838098	6.858198	6.868189	0.000995643257448	This study
chr19	49652425	49653365	genic|chr19:49652425-49653365	BCAT2	genic	K562	-0.0071766	0.930121891617	0	FlowFISH Screen	KRAB-dCas9	92	960	0.0135206621921	0.00602416237943	1	49314320	1.31655901028148	18.673105	10.338478	13.992097	0.002028356679702	This study
chr19	49653525	49654085	genic|chr19:49653525-49654085	BCAT2	genic	K562	-0.00774812	0.930121891617	0	FlowFISH Screen	KRAB-dCas9	124	960	0.016600593812	0.00602416237943	1	49314320	1.31655901028148	10.948814	11.362089	11.160583	0.001617887803195	This study
chr19	49654785	49655285	genic|chr19:49654785-49655285	BCAT2	genic	K562	-0.01037675	0.930121891617	0	FlowFISH Screen	KRAB-dCas9	68	960	0.0231775099945	0.00602416237943	1	49314320	3.38784597459591	13.666578	2.149584	5.386352	0.002009275914518	This study
chr19	49658165	49659745	promoter|chr19:49658165-49659745	BCAT2	promoter	K562	-0.00908568	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	115	960	0.0150910805623	0.00602416237943	1	49314320	3.38784597459591	11.416448	24.361957	16.753745	0.006249665136344	This study
chr19	49660745	49661725	promoter|chr19:49660745-49661725	BCAT2	promoter	K562	-0.01535004	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	99	960	0.014586458455	0.00602416237943	1	49314320	1.77982815449723	7.089223	11.566812	9.068502	0.001777193905656	This study
chr19	49665225	49665725	genic|chr19:49665225-49665725	BCAT2	genic	K562	0.03876591	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	32	960	0.0262796429152	0.00602416237943	0.999999999955	49314320	2.09876545490645	1.408499	1.330695	1.354766	0.000313075718356	This study
chr19	49680225	49680725	genic|chr19:49680225-49680725	BCAT2	genic	K562	-0.02109503	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	49	960	0.028335734243	0.00602416237943	0.999999999958	49314320	1.406003419677	7.329378	0.102361	0.866161	0.000134093026159	This study
chr19	49702045	49702565	genic|chr19:49702045-49702565	BCAT2	genic	K562	-0.05082976	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	25	960	0.0438293693515	0.00602416237943	0.999897764757	49314320	2.35207213338511	2.608332	1.330695	1.843603	0.000477462461258	This study
chr19	49703485	49704025	genic|chr19:49703485-49704025	BCAT2	genic	K562	0.02756517	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	79	960	0.0238156638136	0.00602416237943	1	49314320	2.35207213338511	5.38278	1.433056	2.788914	0.000722282260702	This study
chr19	49710985	49711965	genic|chr19:49710985-49711965	BCAT2	genic	K562	-0.05400065	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	10	960	0.0563893916166	0.00602416237943	0.97975275627	49314320	5.0251037314613	3.393044	1.330695	2.102717	0.001163448185958	This study
chr19	49713185	49714125	genic|chr19:49713185-49714125	BCAT2	genic	K562	0.01861454	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	120	960	0.0194261974325	0.00602416237943	1	49314320	5.0251037314613	2.511118	2.66139	2.59317	0.001434819299211	This study
chr19	49716965	49717525	intergenic|chr19:49716965-49717525	BCAT2	intergenic	K562	0.03314976	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	43	960	0.0254571389601	0.00602416237943	0.999999999999	49314320	1.17461710505653	0.764547	0.409445	0.559503	7.23635609694423E-05	This study
chr19	49728025	49728545	intergenic|chr19:49728025-49728545	BCAT2	intergenic	K562	0.0638799	0.797286628488	0	FlowFISH Screen	KRAB-dCas9	35	960	0.0510842149435	0.00602416237943	0.999678388658	49314320	4.15962666259778	1.674716	0.307083	0.717127	0.000328451777976	This study
chr19	49729185	49729685	intergenic|chr19:49729185-49729685	BCAT2	intergenic	K562	-0.00781583	0.941509789267	0	FlowFISH Screen	KRAB-dCas9	40	960	0.0268346714541	0.00602416237943	0.999999999983	49314320	4.15962666259778	3.298491	0.204722	0.821746	0.000376368390459	This study
chr19	49770065	49770625	intergenic|chr19:49770065-49770625	BCAT2	intergenic	K562	-0.08069684	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	7	960	0.062017763288	0.00602416237943	0.926472892597	49314320	1.66535188837016	1.572274	0	0	0	This study
chr19	49804405	49804965	genic|chr19:49804405-49804965	BCAT2	genic	K562	0.01912191	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	78	960	0.0168945241419	0.00602416237943	1	49314320	0.436815159167193	2.491646	1.330695	1.801894	8.6665875880806E-05	This study
chr19	49831025	49831585	intergenic|chr19:49831025-49831585	BCAT2	intergenic	K562	0.00721213	0.941509789267	0	FlowFISH Screen	KRAB-dCas9	35	960	0.0314102588273	0.00602416237943	0.999999985805	49314320	1.56571788877159	1.04865	0.818889	0.926676	0.00015975800134	This study
chr19	49831645	49832165	intergenic|chr19:49831645-49832165	BCAT2	intergenic	K562	0.02293115	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	27	960	0.0331650775515	0.00602416237943	0.999999687587	49314320	1.56571788877159	0.918917	0.102361	0.306693	5.28735617464465E-05	This study
chr19	49834705	49835265	intergenic|chr19:49834705-49835265	BCAT2	intergenic	K562	-0.01598898	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	38	960	0.0283182804305	0.00602416237943	0.999999999774	49314320	1.56571788877159	2.581136	0.818889	1.453845	0.000250641401588	This study
chr19	49838085	49838926	promoter|chr19:49838085-49838926	BCAT2	promoter	K562	-0.0057231	0.941509789267	0	FlowFISH Screen	KRAB-dCas9	71	960	0.0217930055009	0.00602416237943	1	49314320	3.24739654903676	4.308458	7.06292	5.510693	0.001970437806994	This study
chr19	49842065	49842605	genic|chr19:49842065-49842605	BCAT2	genic	K562	0.01157113	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	83	960	0.0223171843363	0.00602416237943	1	49314320	1.05213304790697	1.839082	1.023612	1.372043	0.000158949649405	This study
chr19	49843445	49843945	genic|chr19:49843445-49843945	BCAT2	genic	K562	0.00651657	0.941509789267	0	FlowFISH Screen	KRAB-dCas9	59	960	0.0183332250252	0.00602416237943	1	49314320	1.05213304790697	0.576926	1.125973	0.805978	9.33716512734587E-05	This study
chr19	49851005	49851525	genic|chr19:49851005-49851525	BCAT2	genic	K562	0.00613026	0.941509789267	0	FlowFISH Screen	KRAB-dCas9	46	960	0.0245758499109	0.00602416237943	1	49314320	1.09115588854282	2.972084	0.614167	1.351061	0.000162324079279	This study
chr19	49866745	49867291	promoter|chr19:49866745-49867291	BCAT2	promoter	K562	-0.01002034	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	94	960	0.0157061500458	0.00602416237943	1	49314320	0.859264333478843	53.926095	2.047223	10.47573	0.000991133765097	This study
chr19	49891088	49891724	promoter|chr19:49891088-49891724	BCAT2	promoter	K562	-0.01321003	0.917580045971	0	FlowFISH Screen	KRAB-dCas9	58	960	0.0188880300365	0.00602416237943	1	49314320	3.11099188613143	0.156607	4.503891	0.8414	0.000288218979294	This study
chr19	49895045	49895585	genic|chr19:49895045-49895585	BCAT2	genic	K562	-0.02548601	0.908581627398	0	FlowFISH Screen	KRAB-dCas9	72	960	0.0199454460925	0.00602416237943	1	49314320	2.34812738163697	4.080037	1.125973	2.143362	0.000554164076542	This study
chr19	12313025	12313565	genic|chr19:12313025-12313565	C19orf43	genic	K562	0.01091	0.823654791386	0	FlowFISH Screen	KRAB-dCas9	54	913	0.0270506321532	0.00594201501844	0.999999999994	12845589	1.11020043613111	0.777193	0	0	0	This study
chr19	12404485	12405065	genic|chr19:12404485-12405065	C19orf43	genic	K562	0.00597968	0.87826253019	0	FlowFISH Screen	KRAB-dCas9	50	913	0.0198682805585	0.00594201501844	1	12845589	3.34289333044952	2.526862	2.456668	2.498675	0.000819238093062	This study
chr19	12405464	12405965	promoter|chr19:12405464-12405965	C19orf43	promoter	K562	-0.01125788	0.87826253019	0	FlowFISH Screen	KRAB-dCas9	72	913	0.0212892856297	0.00594201501844	1	12845589	1.01475506332606	12.870817	2.763751	6.007755	0.000597931300158	This study
chr19	12441885	12442945	genic|chr19:12441885-12442945	C19orf43	genic	K562	-0.00750325	0.941314196557	0	FlowFISH Screen	KRAB-dCas9	44	913	0.0201141232595	0.00594201501844	1	12845589	2.35255561021386	1.793286	0.716528	1.133553	0.00026155292216	This study
chr19	12444284	12444845	promoter|chr19:12444284-12444845	C19orf43	promoter	K562	-0.02352697	0.77533365524	0	FlowFISH Screen	KRAB-dCas9	66	913	0.0246509573205	0.00594201501844	1	12845589	2.35255561021386	4.308458	1.842501	2.811702	0.00064876443743	This study
chr19	12476225	12476805	promoter|chr19:12476225-12476805	C19orf43	promoter	K562	0.02312753	0.694611332431	0	FlowFISH Screen	KRAB-dCas9	87	913	0.0201321442508	0.00594201501844	1	12845589	1.40514546281617	12.459851	7.779449	9.83868	0.001355925937921	This study
chr19	12511838	12512405	promoter|chr19:12511838-12512405	C19orf43	promoter	K562	-0.00239971	0.985078036321	0	FlowFISH Screen	KRAB-dCas9	53	913	0.0173467119651	0.00594201501844	1	12845589	1.2150275240359	11.606765	1.74014	4.490881	0.000535174622015	This study
chr19	12522625	12523145	intergenic|chr19:12522625-12523145	C19orf43	intergenic	K562	-0.01222347	0.87826253019	0	FlowFISH Screen	KRAB-dCas9	46	913	0.0319686249625	0.00594201501844	0.99999998994	12845589	0.436815159167193	4.096093	1.023612	2.047633	8.77258670678577E-05	This study
chr19	12551676	12552205	promoter|chr19:12551676-12552205	C19orf43	promoter	K562	-0.04731382	0.480449972847	0	FlowFISH Screen	KRAB-dCas9	52	913	0.018779441321	0.00594201501844	1	12845589	1.27743769861028	16.436058	3.173196	7.263019	0.00090998609563	This study
chr19	12595382	12595925	promoter|chr19:12595382-12595925	C19orf43	promoter	K562	-0.04135052	0.480449972847	0	FlowFISH Screen	KRAB-dCas9	72	913	0.0203094739942	0.00594201501844	1	12845589	1.0648107380194	5.644625	0.307083	1.316568	0.000137497108373	This study
chr19	12605985	12606485	intergenic|chr19:12605985-12606485	C19orf43	intergenic	K562	-0.04300092	0.413489075562	0	FlowFISH Screen	KRAB-dCas9	75	913	0.0187697671573	0.00594201501844	1	12845589	1.08121232841118	6.120168	1.535417	3.10399	0.000329161588978	This study
chr19	12632705	12633245	intergenic|chr19:12632705-12633245	C19orf43	intergenic	K562	0.00592815	0.908998438197	0	FlowFISH Screen	KRAB-dCas9	26	913	0.0272760206565	0.00594201501844	0.999999997076	12845589	2.64797917062198	1.259657	0.409445	0.718169	0.000186517277199	This study
chr19	12654525	12655045	genic|chr19:12654525-12655045	C19orf43	genic	K562	-0.08389294	0.413489075562	0	FlowFISH Screen	KRAB-dCas9	22	913	0.0389923537514	0.00594201501844	0.999955313798	12845589	1.92411773620907	2.269079	20.574594	6.83435	0.001289753474786	This study
chr19	12655125	12655625	genic|chr19:12655125-12655625	C19orf43	genic	K562	0.03500226	0.694611332431	0	FlowFISH Screen	KRAB-dCas9	37	913	0.0295895427418	0.00594201501844	0.999999997155	12845589	4.71374660458956	21.73875	17.503759	19.526233	0.009027397116061	This study
chr19	12662106	12662665	promoter|chr19:12662106-12662665	C19orf43	promoter	K562	-0.00232743	0.984192597683	0	FlowFISH Screen	KRAB-dCas9	87	913	0.0160004462957	0.00594201501844	1	12845589	5.30029774092874	22.078167	14.02348	17.58454	0.009141324505205	This study
chr19	12674785	12675285	intergenic|chr19:12674785-12675285	C19orf43	intergenic	K562	-0.0178613	0.823654791386	0	FlowFISH Screen	KRAB-dCas9	51	913	0.0210466292145	0.00594201501844	1	12845589	3.13505166330272	2.521702	0.511806	1.13606	0.000349320295274	This study
chr19	12721373	12721981	promoter|chr19:12721373-12721981	C19orf43	promoter	K562	0.00991455	0.823654791386	0	FlowFISH Screen	KRAB-dCas9	76	913	0.0162762188053	0.00594201501844	1	12845589	3.37557540773995	12.919484	15.865981	14.294757	0.004732628764189	This study
chr19	12750825	12751345	intergenic|chr19:12750825-12751345	C19orf43	intergenic	K562	0.00685991	0.838915235361	0	FlowFISH Screen	KRAB-dCas9	86	913	0.0144729899284	0.00594201501844	1	12845589	4.59802088045297	1.471774	0.716528	1.026923	0.000463112675256	This study
chr19	12758305	12758885	genic|chr19:12758305-12758885	C19orf43	genic	K562	-0.01862878	0.794946079751	0	FlowFISH Screen	KRAB-dCas9	93	913	0.0179679459685	0.00594201501844	1	12845589	2.95741074164802	2.445327	0.614167	1.225499	0.000355469591254	This study
chr19	12777325	12777867	promoter|chr19:12777325-12777867	C19orf43	promoter	K562	-0.01861697	0.794946079751	0	FlowFISH Screen	KRAB-dCas9	88	913	0.016403277876	0.00594201501844	1	12845589	7.38993753327474	2.78472	4.196808	3.421782	0.002480110051078	This study
chr19	12780145	12780725	promoter|chr19:12780145-12780725	C19orf43	promoter	K562	-0.02091068	0.790102497776	0	FlowFISH Screen	KRAB-dCas9	73	913	0.0202550139869	0.00594201501844	1	12845589	10.1388939174856	5.927426	27.739876	12.88691	0.012814959035005	This study
chr19	12782725	12783305	genic|chr19:12782725-12783305	C19orf43	genic	K562	-0.02609639	0.823654791386	0	FlowFISH Screen	KRAB-dCas9	23	913	0.0345852106344	0.00594201501844	0.999996044673	12845589	10.1388939174856	1.939735	0.102361	0.445591	0.000443103149736	This study
chr19	12787065	12787585	genic|chr19:12787065-12787585	C19orf43	genic	K562	0.0067179	0.857010055507	0	FlowFISH Screen	KRAB-dCas9	73	913	0.0183240983551	0.00594201501844	1	12845589	8.13125069748539	1.985337	0.511806	1.008026	0.000803909077885	This study
chr19	12791925	12792425	promoter|chr19:12791925-12792425	C19orf43	promoter	K562	-0.05742454	0.273308469114	0	FlowFISH Screen	KRAB-dCas9	72	913	0.0198016258391	0.00594201501844	1	12845589	10.1465364766889	21.556814	10.338478	14.927217	0.014855063580225	This study
chr19	12792451	12792985	promoter|chr19:12792451-12792985	C19orf43	promoter	K562	-0.0767661	0.0707772998343	0	FlowFISH Screen	KRAB-dCas9	58	913	0.0193412888082	0.00594201501844	1	12845589	10.1465364766889	10.235222	11.259728	10.739585	0.010687673261548	This study
chr19	12807205	12807765	promoter|chr19:12807205-12807765	C19orf43	promoter	K562	-0.00459207	0.978907240855	0	FlowFISH Screen	KRAB-dCas9	50	913	0.0287458652813	0.00594201501844	0.999999999863	12845589	13.3012077426903	2.597127	4.708614	3.498395	0.004563917316069	This study
chr19	12813805	12814305	promoter|chr19:12813805-12814305	C19orf43	promoter	K562	-0.00642831	0.945184775443	0	FlowFISH Screen	KRAB-dCas9	69	913	0.0256318657309	0.00594201501844	1	12845589	11.792378978405	2.22235	0.614167	1.16829	0.001351232041183	This study
chr19	12827685	12828205	genic|chr19:12827685-12828205	C19orf43	genic	K562	-0.06209383	0.413489075562	0	FlowFISH Screen	KRAB-dCas9	36	913	0.0267488905142	0.00594201501844	0.999999999918	12845589	29.140380627557	4.80833	0.614167	1.718468	0.004911504171794	This study
chr19	12832705	12833225	promoter|chr19:12832705-12833225	C19orf43	promoter	K562	-0.04466763	0.413489075562	0	FlowFISH Screen	KRAB-dCas9	81	913	0.0171747236912	0.00594201501844	1	12845589	32.4289028690987	2.112461	6.653476	3.741811	0.01190123281205	This study
chr19	12833305	12833805	promoter|chr19:12833305-12833805	C19orf43	promoter	K562	-0.07618703	0.055680908818	0	FlowFISH Screen	KRAB-dCas9	67	913	0.0219698594598	0.00594201501844	1	12845589	32.4289028690987	12.562593	4.40153	7.463885	0.023739689970276	This study
chr19	12834545	12835060	promoter|chr19:12834545-12835060	C19orf43	promoter	K562	-0.04560216	0.413489075562	0	FlowFISH Screen	KRAB-dCas9	68	913	0.0233404375557	0.00594201501844	1	12845589	32.4289028690987	5.091158	7.984171	6.372659	0.020268928171628	This study
chr19	12847665	12848522	promoter|chr19:12847665-12848522	C19orf43	promoter	K562	-0.13814612	1.72903495294E-09	1	FlowFISH Screen	KRAB-dCas9	92	913	0.0227002364497	0.00594201501844	1	12845589	100	47.310246	22.928901	32.910666	0.322785872619292	This study
chr19	12868285	12868805	genic|chr19:12868285-12868805	C19orf43	genic	K562	0.01903705	0.694611332431	0	FlowFISH Screen	KRAB-dCas9	91	913	0.0186702903221	0.00594201501844	1	12845589	35.9118924853235	3.875607	0.716528	1.66643	0.005869528493875	This study
chr19	12871305	12871845	intergenic|chr19:12871305-12871845	C19orf43	intergenic	K562	-0.03038849	0.77533365524	0	FlowFISH Screen	KRAB-dCas9	34	913	0.0239465302641	0.00594201501844	0.999999999999	12845589	19.7437086809788	2.095264	0.307083	0.802131	0.001553287627317	This study
chr19	12876785	12877345	genic|chr19:12876785-12877345	C19orf43	genic	K562	-0.01347547	0.838915235361	0	FlowFISH Screen	KRAB-dCas9	88	913	0.0186679847196	0.00594201501844	1	12845589	25.8218442236645	1.23226	0.409445	0.710316	0.001798940096274	This study
chr19	12886184	12886825	promoter|chr19:12886184-12886825	C19orf43	promoter	K562	-0.05022674	0.413489075562	0	FlowFISH Screen	KRAB-dCas9	63	913	0.0208774204207	0.00594201501844	1	12845589	16.0293215869551	4.812435	1.433056	2.623458	0.004124460088985	This study
chr19	12888325	12888845	intergenic|chr19:12888325-12888845	C19orf43	intergenic	K562	-0.03039667	0.694611332431	0	FlowFISH Screen	KRAB-dCas9	67	913	0.0191075473948	0.00594201501844	1	12845589	16.0293215869551	2.37057	1.228334	1.706412	0.002682729507911	This study
chr19	12889945	12890545	intergenic|chr19:12889945-12890545	C19orf43	intergenic	K562	-0.05130501	0.413489075562	0	FlowFISH Screen	KRAB-dCas9	65	913	0.0173090855059	0.00594201501844	1	12845589	19.8859064378003	2.659009	2.866113	2.756531	0.005376332505653	This study
chr19	12893105	12893985	intergenic|chr19:12893105-12893985	C19orf43	intergenic	K562	-0.02152914	0.694611332431	0	FlowFISH Screen	KRAB-dCas9	143	913	0.013209320283	0.00594201501844	1	12845589	19.8859064378003	4.500771	7.472365	5.81212	0.011335947131651	This study
chr19	12895265	12895785	intergenic|chr19:12895265-12895785	C19orf43	intergenic	K562	-0.04234863	0.694611332431	0	FlowFISH Screen	KRAB-dCas9	35	913	0.0278920071073	0.00594201501844	0.999999999514	12845589	15.3363992468337	7.222175	16.787231	11.036942	0.01660160260229	This study
chr19	12900645	12901165	intergenic|chr19:12900645-12901165	C19orf43	intergenic	K562	-0.01280332	0.823654791386	0	FlowFISH Screen	KRAB-dCas9	110	913	0.0130338197343	0.00594201501844	1	12845589	14.4791388798984	11.260246	2.149584	4.889211	0.006943194983997	This study
chr19	12902005	12902559	promoter|chr19:12902005-12902559	C19orf43	promoter	K562	-0.02444674	0.694611332431	0	FlowFISH Screen	KRAB-dCas9	91	913	0.0170061916641	0.00594201501844	1	12845589	14.4791388798984	10.53967	4.094447	6.553438	0.009306572747532	This study
chr19	12904165	12904665	intergenic|chr19:12904165-12904665	C19orf43	intergenic	K562	-0.02556573	0.694611332431	0	FlowFISH Screen	KRAB-dCas9	94	913	0.0161828738599	0.00594201501844	1	12845589	14.4791388798984	5.725502	2.559029	3.843391	0.005458020345765	This study
