chromosome	enhancer_wide_start	enhancer_wide_end	enhancer_start	enhancer_end	sequence_start	sequence_end	target_start	target_end	main_tss_start	main_tss_end	main_tss_bin	validated	H3K27ac/abs(distance)	relative_tss_distance	relative_main_tss_distance	is_enhancer	dataset_name	cell_type_target	gene	Gene	Element name	ziga_key	fulco_key	fix_enhancer_wide_start	fix_enhancer_wide_end	actual_tss_distance
chr2	64003702	64005702	64049725	64050070	63808094	64201310	63947358	64062046	64019422	64019550	563	False	0.0280084714922257	45195.33333333582	30475.333333335817	True	gasperini2019	K562	VPS54	VPS54		gasperini2019_VPS54_64049725-64050070	not_fulco	64048897	64050897	30411
chr2	64003702	64005702	64064870	64065050	63808094	64201310	63947358	64062046	64019422	64019550	563	False	0.1623973613976689	60258.33333333582	45538.33333333582	True	gasperini2019	K562	VPS54	VPS54		gasperini2019_VPS54_64064870-64065050	not_fulco	64063960	64065960	45474
chr2	64143421	64145421	64049725	64050070	63947813	64341029	64087077	64201765	64144421	64144549	448	False	0.0090301669933859	-94524.0	-94524.0	True	gasperini2019	K562	PELI1	PELI1		gasperini2019_PELI1_64049725-64050070	not_fulco	64048897	64050897	94588
chr2	64143421	64145421	64064870	64065050	63947813	64341029	64087077	64201765	64144421	64144549	448	False	0.0930683627915738	-79461.0	-79461.0	True	gasperini2019	K562	PELI1	PELI1		gasperini2019_PELI1_64064870-64065050	not_fulco	64063960	64065960	79525
chr22	50528467	50530467	50539206	50540015	50332859	50726075	50472123	50586811	50526267	50526395	423	False	0.3434419574651352	10143.45454545319	13343.45454545319	True	gasperini2019	K562	TYMP	TYMP		gasperini2019_TYMP_50539206-50540015	not_fulco	50538610	50540610	13279
chr22	50467452	50469452	50539206	50540015	50271844	50665060	50411108	50525796	50474980	50475108	499	False	0.0709070986250536	71157.66666666418	64629.66666666418	True	gasperini2019	K562	SBF1	SBF1		gasperini2019_SBF1_50539206-50540015	not_fulco	50538610	50540610	64566
chr22	20258898	20260898	20187977	20188680	20063290	20456506	20202554	20317242	20268218	20268346	513	False	0.0072051906454382	-71570.0	-79890.0	True	gasperini2019	K562	RTN4R	RTN4R		gasperini2019_RTN4R_20187977-20188680	not_fulco	20187328	20189328	79954
chr2	68156887	68158887	68120902	68121633	67961279	68354495	68100543	68215231	68157887	68158015	448	False	0.1274016850636605	-36620.0	-36620.0	True	gasperini2019	K562	PNO1	PNO1		gasperini2019_PNO1_68120902-68121633	not_fulco	68120267	68122267	36684
chr2	68062001	68064001	68120902	68121633	67866393	68259609	68005657	68120345	68062873	68063001	447	False	0.0798957038926135	58266.25	58394.25	True	gasperini2019	K562	C1D	C1D		gasperini2019_C1D_68120902-68121633	not_fulco	68120267	68122267	58330
chr2	68151818	68153818	68120902	68121633	67956210	68349426	68095474	68210162	68157426	68157554	484	False	0.129026852616068	-31550.75	-36158.75	True	gasperini2019	K562	WDR92	WDR92		gasperini2019_WDR92_68120902-68121633	not_fulco	68120267	68122267	36223
chr2	68318765	68320765	68352631	68353045	68123157	68516373	68262421	68377109	68319381	68319509	445	True	0.1428287309610478	33072.666666671634	33456.666666671634	True	gasperini2019	K562	CNRIP1	CNRIP1		gasperini2019_CNRIP1_68352631-68353045	not_fulco	68351838	68353838	33393
chr2	68318765	68320765	68403173	68403635	68123157	68516373	68262421	68377109	68319381	68319509	445	False	0.1090499427795708	83638.66666667163	84022.66666667163	True	gasperini2019	K562	CNRIP1	CNRIP1		gasperini2019_CNRIP1_68403173-68403635	not_fulco	68402404	68404404	83959
chr2	68318765	68320765	68420376	68420551	68123157	68516373	68262421	68377109	68319381	68319509	445	False	0.09552298046443	100697.66666667163	101081.66666667163	True	gasperini2019	K562	CNRIP1	CNRIP1		gasperini2019_CNRIP1_68420376-68420551	not_fulco	68419463	68421463	101018
chr2	68318765	68320765	68424001	68424151	68123157	68516373	68262421	68377109	68319381	68319509	445	False	0.0245282299020214	104310.66666667163	104694.66666667163	True	gasperini2019	K562	CNRIP1	CNRIP1		gasperini2019_CNRIP1_68424001-68424151	not_fulco	68423076	68425076	104631
chr2	69892956	69894956	69947685	69947862	69697348	70090564	69836612	69951300	69893956	69894084	448	False	0.2440269030525025	53816.5	53816.5	True	gasperini2019	K562	SNRNP27	SNRNP27		gasperini2019_SNRNP27_69947685-69947862	not_fulco	69946773	69948773	53753
chr2	70086476	70088476	70104605	70104996	69890868	70284084	70030132	70144820	70087476	70087604	448	False	0.7507008543963577	17324.0	17324.0	True	gasperini2019	K562	PCBP1	PCBP1		gasperini2019_PCBP1_70104605-70104996	not_fulco	70103800	70105800	17260
chr2	70086476	70088476	70108609	70109283	69890868	70284084	70030132	70144820	70087476	70087604	448	False	1.850480139438752	21470.0	21470.0	True	gasperini2019	K562	PCBP1	PCBP1		gasperini2019_PCBP1_70108609-70109283	not_fulco	70107946	70109946	21406
chr2	70086476	70088476	70135867	70136451	69890868	70284084	70030132	70144820	70087476	70087604	448	False	0.6105772934083766	48683.0	48683.0	True	gasperini2019	K562	PCBP1	PCBP1		gasperini2019_PCBP1_70135867-70136451	not_fulco	70135159	70137159	48619
chr2	70086476	70088476	70141140	70141315	69890868	70284084	70030132	70144820	70087476	70087604	448	False	0.8070636185838403	53751.0	53751.0	True	gasperini2019	K562	PCBP1	PCBP1		gasperini2019_PCBP1_70141140-70141315	not_fulco	70140227	70142227	53687
chr2	70086476	70088476	70141983	70143108	69890868	70284084	70030132	70144820	70087476	70087604	448	False	0.8239274960731083	55069.0	55069.0	True	gasperini2019	K562	PCBP1	PCBP1		gasperini2019_PCBP1_70141983-70143108	not_fulco	70141545	70143545	55005
chr2	70086476	70088476	70143575	70143813	69890868	70284084	70030132	70144820	70087476	70087604	448	False	0.235983067589562	56218.0	56218.0	True	gasperini2019	K562	PCBP1	PCBP1		gasperini2019_PCBP1_70143575-70143813	not_fulco	70142694	70144694	56154
chr2	70243608	70245608	70118776	70119086	70048000	70441216	70187264	70301952	70248576	70248704	479	False	0.0733277304878037	-125676.875	-129644.875	True	gasperini2019	K562	TIA1	TIA1		gasperini2019_TIA1_70118776-70119086	not_fulco	70117931	70119931	129709
chr22	23787189	23789189	23913762	23914396	23591581	23984797	23730845	23845533	23786909	23787037	438	False	0.0716381391769702	125890.375	127170.375	True	gasperini2019	K562	SMARCB1	SMARCB1		gasperini2019_SMARCB1_23913762-23914396	not_fulco	23913079	23915079	127106
chr22	23974304	23976304	23913762	23914396	23778696	24171912	23917960	24032648	23974408	23974536	441	False	0.1510104498270683	-61224.60000000149	-60328.60000000149	True	gasperini2019	K562	DDT	DDT		gasperini2019_DDT_23913762-23914396	not_fulco	23913079	23915079	60393
chr22	23856055	23858055	23913762	23914396	23660447	24053663	23799711	23914399	23856927	23857055	447	False	0.1594033884414525	57024.16666666791	57152.16666666791	True	gasperini2019	K562	SLC2A11	SLC2A11		gasperini2019_SLC2A11_23913762-23914396	not_fulco	23913079	23915079	57088
chr22	24030975	24032975	23993510	23994077	23835367	24228583	23974631	24089319	24011239	24011367	286	False	0.1234986354146119	-38181.85714285821	-17445.857142858207	True	gasperini2019	K562	CABIN1	CABIN1		gasperini2019_CABIN1_23993510-23994077	not_fulco	23992793	23994793	17510
chr22	23893382	23895382	23993510	23994077	23697774	24090990	23837038	23951726	23894382	23894510	448	False	0.0216730497709634	99411.0	99411.0	True	gasperini2019	K562	MIF	MIF		gasperini2019_MIF_23993510-23994077	not_fulco	23992793	23994793	99347
chr2	75648507	75650507	75608837	75609517	75452899	75846115	75592163	75706851	75646691	75646819	426	False	0.0282886954739372	-40329.833333328366	-37513.833333328366	True	gasperini2019	K562	MRPL19	MRPL19		gasperini2019_MRPL19_75608837-75609517	not_fulco	75608177	75610177	37578
chr2	84458281	84460281	84478916	84479108	84262673	84655889	84401937	84516625	84459281	84459409	448	False	0.0647187768751425	19731.0	19731.0	True	gasperini2019	K562	SUCLG1	SUCLG1		gasperini2019_SUCLG1_84478916-84479108	not_fulco	84478012	84480012	19667
chr2	84458281	84460281	84495617	84495858	84262673	84655889	84401937	84516625	84459281	84459409	448	False	0.0176162050040845	36456.0	36456.0	True	gasperini2019	K562	SUCLG1	SUCLG1		gasperini2019_SUCLG1_84495617-84495858	not_fulco	84494737	84496737	36392
chr2	85538404	85540404	85524384	85524933	85342796	85736012	85482060	85596748	85539148	85539276	446	False	0.2913834365834196	-14746.0	-14490.0	True	gasperini2019	K562	MAT2A	MAT2A		gasperini2019_MAT2A_85524384-85524933	not_fulco	85523658	85525658	14554
chr2	85538404	85540404	85537667	85538076	85342796	85736012	85482060	85596748	85539148	85539276	446	False	43.44739257047768	-1533.0	-1277.0	True	gasperini2019	K562	MAT2A	MAT2A		gasperini2019_MAT2A_85537667-85538076	not_fulco	85536871	85538871	1341
chr2	85409968	85411968	85501257	85501575	85214360	85607576	85353624	85468312	85418392	85418520	506	False	0.1788401987400572	90447.88888889553	83023.88888889551	True	gasperini2019	K562	CAPG	CAPG		gasperini2019_CAPG_85501257-85501575	not_fulco	85500416	85502416	82960
chr2	85409968	85411968	85537667	85538076	85214360	85607576	85353624	85468312	85418392	85418520	506	False	0.4643692356738729	126902.88888889553	119478.88888889553	True	gasperini2019	K562	CAPG	CAPG		gasperini2019_CAPG_85537667-85538076	not_fulco	85536871	85538871	119415
chr2	85560514	85562514	85501257	85501575	85364906	85758122	85504170	85618858	85561386	85561514	447	False	0.2475926727596945	-60097.5	-59969.5	True	gasperini2019	K562	GGCX	GGCX		gasperini2019_GGCX_85501257-85501575	not_fulco	85500416	85502416	60034
chr2	85571246	85573246	85501257	85501575	85375638	85768854	85514902	85629590	85577494	85577622	489	False	0.1951682324596138	-70830.0	-76078.0	True	gasperini2019	K562	VAMP8	VAMP8		gasperini2019_VAMP8_85501257-85501575	not_fulco	85500416	85502416	76142
chr2	85611050	85613050	85537667	85538076	85415442	85808658	85554706	85669394	85611922	85612050	447	False	0.7492447139471445	-74179.0	-74051.0	True	gasperini2019	K562	C2orf68	C2orf68		gasperini2019_C2orf68_85537667-85538076	not_fulco	85536871	85538871	74115
chr2	85889223	85891223	85934023	85934574	85693615	86086831	85832879	85947567	85888943	85889071	438	False	0.0748758396783784	44074.666666671634	45354.666666671634	True	gasperini2019	K562	ST3GAL5	ST3GAL5		gasperini2019_ST3GAL5_85934023-85934574	not_fulco	85933298	85935298	45291
chr2	88690672	88692672	88683190	88683521	88495064	88888280	88634328	88749016	88691672	88691800	448	False	0.8128308829054948	-8317.0	-8317.0	True	gasperini2019	K562	RPIA	RPIA		gasperini2019_RPIA_88683190-88683521	not_fulco	88682355	88684355	8381
chr2	95401735	95403735	95392839	95393036	95206127	95599343	95345391	95460079	95402607	95402735	447	False	0.0763019078606123	-9797.75	-9669.75	True	gasperini2019	K562	FAHD2A	FAHD2A		gasperini2019_FAHD2A_95392839-95393036	not_fulco	95391937	95393937	9734
chr2	10042745	10044745	10008533	10008756	9847137	10240353	9986401	10101089	10043489	10043617	446	False	0.0350199606981605	-35101.166666666046	-34845.166666666046	True	gasperini2019	K562	KLF11	KLF11		gasperini2019_KLF11_10008533-10008756	not_fulco	10007644	10009644	34909
chr2	10042745	10044745	10028126	10029908	9847137	10240353	9986401	10101089	10043489	10043617	446	False	2.508081604919896	-14728.166666666046	-14472.166666666046	True	gasperini2019	K562	KLF11	KLF11		gasperini2019_KLF11_10028126-10029908	not_fulco	10028017	10030017	14536
chr2	10042745	10044745	10030134	10030674	9847137	10240353	9986401	10101089	10043489	10043617	446	False	2.787311650596864	-13341.166666666046	-13085.166666666046	True	gasperini2019	K562	KLF11	KLF11		gasperini2019_KLF11_10030134-10030674	not_fulco	10029404	10031404	13149
chr2	10042745	10044745	10033462	10033746	9847137	10240353	9986401	10101089	10043489	10043617	446	False	1.0251353498403133	-10141.166666666046	-9885.166666666046	True	gasperini2019	K562	KLF11	KLF11		gasperini2019_KLF11_10033462-10033746	not_fulco	10032604	10034604	9949
chr2	10042745	10044745	10118253	10118399	9847137	10240353	9986401	10101089	10043489	10043617	446	False	0.0350033979305809	74580.83333333395	74836.83333333395	True	gasperini2019	K562	KLF11	KLF11		gasperini2019_KLF11_10118253-10118399	not_fulco	10117326	10119326	74773
chr2	96207822	96209822	96156659	96159276	96012214	96405430	96151478	96266166	96208694	96208822	447	False	0.3462752883051599	-50855.5	-50727.5	True	gasperini2019	K562	STARD7	STARD7		gasperini2019_STARD7_96156659-96159276	not_fulco	96156967	96158967	50791
chr2	101716891	101718891	101689419	101689820	101521283	101914499	101660547	101775235	101697667	101697795	290	False	0.5864162967232859	-28272.333333328366	-8048.333333328366	True	gasperini2019	K562	MAP4K4	MAP4K4		gasperini2019_MAP4K4_101689419-101689820	not_fulco	101688619	101690619	8112
chr2	105314460	105316460	105261241	105261328	105118852	105512068	105258116	105372804	105329668	105329796	559	False	0.021617578801899	-54176.0	-68384.0	True	gasperini2019	K562	TGFBRAP1	TGFBRAP1		gasperini2019_TGFBRAP1_105261241-105261328	not_fulco	105260284	105262284	68448
chr2	105404918	105406918	105468407	105468760	105209310	105602526	105348574	105463262	105399006	105399134	394	False	0.3023322499209392	62665.09090909362	69577.09090909362	True	gasperini2019	K562	FHL2	FHL2		gasperini2019_FHL2_105468407-105468760	not_fulco	105467583	105469583	69513
chr2	105404918	105406918	105477052	105477136	105209310	105602526	105348574	105463262	105399006	105399134	394	False	0.0618372266544958	71176.09090909362	78088.09090909362	True	gasperini2019	K562	FHL2	FHL2		gasperini2019_FHL2_105477052-105477136	not_fulco	105476094	105478094	78024
chr2	108457266	108459266	108360975	108361462	108261658	108654874	108400922	108515610	108449178	108449306	377	False	0.0376533234211573	-97048.0	-87960.0	True	gasperini2019	K562	GCC2	GCC2		gasperini2019_GCC2_108360975-108361462	not_fulco	108360218	108362218	88024
chr2	108288657	108290657	108360975	108361462	108093049	108486265	108232313	108347001	108288633	108288761	440	False	0.0456291786593419	71560.83333332837	72584.83333332837	True	gasperini2019	K562	SULT1C2	SULT1C2		gasperini2019_SULT1C2_108360975-108361462	not_fulco	108360218	108362218	72521
chr2	10341445	10343445	10241311	10241685	10145837	10539053	10285101	10399789	10302765	10302893	138	False	0.0130363605570053	-100946.5714285709	-61266.5714285709	True	gasperini2019	K562	HPCAL1	HPCAL1		gasperini2019_HPCAL1_10241311-10241685	not_fulco	10240498	10242498	61331
chr2	10341445	10343445	10255481	10255719	10145837	10539053	10285101	10399789	10302765	10302893	138	False	0.0736342269763253	-86844.5714285709	-47164.5714285709	True	gasperini2019	K562	HPCAL1	HPCAL1		gasperini2019_HPCAL1_10255481-10255719	not_fulco	10254600	10256600	47229
chr2	112274598	112276598	112272738	112273104	112078990	112472206	112218254	112332942	112275598	112275726	448	False	12.484078784553605	-2677.0	-2677.0	True	gasperini2019	K562	ZC3H6	ZC3H6		gasperini2019_ZC3H6_112272738-112273104	not_fulco	112271921	112273921	2741
chr2	112583517	112585517	112666703	112667238	112387909	112781125	112527173	112641861	112584517	112584645	448	False	0.1384127311544152	82453.0	82453.0	True	gasperini2019	K562	CHCHD5	CHCHD5		gasperini2019_CHCHD5_112666703-112667238	not_fulco	112665970	112667970	82389
chr2	112583517	112585517	112685365	112685524	112387909	112781125	112527173	112641861	112584517	112584645	448	False	0.1036639569936686	100927.0	100927.0	True	gasperini2019	K562	CHCHD5	CHCHD5		gasperini2019_CHCHD5_112685365-112685524	not_fulco	112684444	112686444	100863
chr2	112583517	112585517	112690912	112691142	112387909	112781125	112527173	112641861	112584517	112584645	448	False	0.0431337827360693	106510.0	106510.0	True	gasperini2019	K562	CHCHD5	CHCHD5		gasperini2019_CHCHD5_112690912-112691142	not_fulco	112690027	112692027	106446
chr2	112543871	112545871	112666703	112667238	112348263	112741479	112487527	112602215	112542439	112542567	429	False	0.0916440244667503	122099.25	124531.25	True	gasperini2019	K562	POLR1B	POLR1B		gasperini2019_POLR1B_112666703-112667238	not_fulco	112665970	112667970	124467
chr2	112720485	112722485	112683740	112684327	112524877	112918093	112664141	112778829	112721485	112721613	448	False	0.4550205513056712	-37452.0	-37452.0	True	gasperini2019	K562	NT5DC4	NT5DC4		gasperini2019_NT5DC4_112683740-112684327	not_fulco	112683033	112685033	37516
chr2	112720485	112722485	112685365	112685524	112524877	112918093	112664141	112778829	112721485	112721613	448	False	0.2902941701811825	-36041.0	-36041.0	True	gasperini2019	K562	NT5DC4	NT5DC4		gasperini2019_NT5DC4_112685365-112685524	not_fulco	112684444	112686444	36105
chr2	112720485	112722485	112686367	112686949	112524877	112918093	112664141	112778829	112721485	112721613	448	False	0.5256503911297269	-34827.0	-34827.0	True	gasperini2019	K562	NT5DC4	NT5DC4		gasperini2019_NT5DC4_112686367-112686949	not_fulco	112685658	112687658	34891
chr2	112763610	112765610	112794109	112794532	112568002	112961218	112707266	112821954	112764610	112764738	448	False	0.5708612945977786	29710.0	29710.0	True	gasperini2019	K562	CKAP2L	CKAP2L		gasperini2019_CKAP2L_112794109-112794532	not_fulco	112793320	112795320	29646
chr2	112763610	112765610	112812683	112813185	112568002	112961218	112707266	112821954	112764610	112764738	448	False	0.1312867676064171	48324.0	48324.0	True	gasperini2019	K562	CKAP2L	CKAP2L		gasperini2019_CKAP2L_112812683-112813185	not_fulco	112811934	112813934	48260
chr2	113750250	113752250	113858782	113859089	113554642	113947858	113693906	113808594	113756626	113756754	490	False	0.0817463454945532	107685.5	102309.5	True	gasperini2019	K562	SLC35F5	SLC35F5		gasperini2019_SLC35F5_113858782-113859089	not_fulco	113857935	113859935	102245
chr2	113889210	113891210	113886533	113886751	113693602	114086818	113832866	113947554	113890082	113890210	447	False	1.732738571117087	-3567.75	-3439.75	True	gasperini2019	K562	ACTR3	ACTR3		gasperini2019_ACTR3_113886533-113886751	not_fulco	113885642	113887642	3504
chr2	118846679	118848679	118721908	118722589	118651071	119044287	118790335	118905023	118847679	118847807	448	False	0.0579257174387711	-125431.0	-125431.0	True	gasperini2019	K562	EN1	EN1		gasperini2019_EN1_118721908-118722589	not_fulco	118721248	118723248	125495
chr2	118846679	118848679	118802934	118803512	118651071	119044287	118790335	118905023	118847679	118847807	448	True	0.2304810075552231	-44456.0	-44456.0	True	gasperini2019	K562	EN1	EN1		gasperini2019_EN1_118802934-118803512	not_fulco	118802223	118804223	44520
chr2	119222842	119224842	119175474	119176025	119027234	119420450	119166498	119281186	119223714	119223842	447	False	0.0357156843738435	-48092.75	-47964.75	True	gasperini2019	K562	STEAP3	STEAP3		gasperini2019_STEAP3_119175474-119176025	not_fulco	119174749	119176749	48029
chr2	120249887	120251887	120298124	120298530	120054279	120447495	120193543	120308231	120252807	120252935	463	False	0.047814590864015	47439.833333328366	45519.833333328366	True	gasperini2019	K562	RALB	RALB		gasperini2019_RALB_120298124-120298530	not_fulco	120297327	120299327	45456
chr2	130341245	130343245	130380088	130380547	130145637	130538853	130284901	130399589	130342117	130342245	447	False	0.7832902486910994	38072.0	38200.0	True	gasperini2019	K562	CCDC115	CCDC115		gasperini2019_CCDC115_130380088-130380547	not_fulco	130379317	130381317	38136
chr2	130341840	130343840	130380088	130380547	130146232	130539448	130285496	130400184	130342840	130342968	448	False	0.7984056136063479	37476.79999999702	37476.79999999702	True	gasperini2019	K562	IMP4	IMP4		gasperini2019_IMP4_130380088-130380547	not_fulco	130379317	130381317	37413
chr2	135060678	135062678	135050711	135051010	134865070	135258286	135004334	135119022	135052206	135052334	374	False	3.0616998897400185	-10818.25	-1346.25	True	gasperini2019	K562	RAB3GAP1	RAB3GAP1		gasperini2019_RAB3GAP1_135050711-135051010	not_fulco	135049860	135051860	1410
chr2	137963318	137965318	138019321	138019627	137767710	138160926	137906974	138021662	137963934	137964062	445	False	0.0683268815268275	55156.0	55540.0	True	gasperini2019	K562	HNMT	HNMT		gasperini2019_HNMT_138019321-138019627	not_fulco	138018474	138020474	55476
chr2	137963318	137965318	138023395	138023610	137767710	138160926	137906974	138021662	137963934	137964062	445	False	0.0441194258163989	59184.0	59568.0	True	gasperini2019	K562	HNMT	HNMT		gasperini2019_HNMT_138023395-138023610	not_fulco	138022502	138024502	59504
chr2	137963318	137965318	138058405	138058752	137767710	138160926	137906974	138021662	137963934	137964062	445	False	0.0456079059257586	94260.0	94644.0	True	gasperini2019	K562	HNMT	HNMT		gasperini2019_HNMT_138058405-138058752	not_fulco	138057578	138059578	94580
chr2	144263372	144265372	144358017	144358250	144067764	144460980	144207028	144321716	144295220	144295348	689	False	0.1138400433912929	93760.90909090638	62912.90909090638	True	gasperini2019	K562	GTDC1	GTDC1		gasperini2019_GTDC1_144358017-144358250	not_fulco	144357133	144359133	62849
chr2	144495606	144497606	144580670	144581193	144299998	144693214	144439262	144553950	144520030	144520158	631	False	0.4172858262111704	84325.16129031777	60901.161290317774	True	gasperini2019	K562	ZEB2	ZEB2		gasperini2019_ZEB2_144580670-144581193	not_fulco	144579931	144581931	60837
chr2	156332097	156334097	156399964	156401503	156136489	156529705	156275753	156390441	156332713	156332841	445	False	0.2278863077331608	67636.375	68020.375	True	gasperini2019	K562	NR4A2	NR4A2		gasperini2019_NR4A2_156399964-156401503	not_fulco	156399733	156401733	67956
chr2	157256704	157258704	157182197	157182664	157061096	157454312	157200360	157315048	157257704	157257832	448	False	0.2358072674495842	-75274.0	-75274.0	True	gasperini2019	K562	GALNT5	GALNT5		gasperini2019_GALNT5_157182197-157182664	not_fulco	157181430	157183430	75338
chr2	157256704	157258704	157221376	157221907	157061096	157454312	157200360	157315048	157257704	157257832	448	False	0.5472073177494939	-36063.0	-36063.0	True	gasperini2019	K562	GALNT5	GALNT5		gasperini2019_GALNT5_157221376-157221907	not_fulco	157220641	157222641	36127
chr2	157256704	157258704	157336209	157336481	157061096	157454312	157200360	157315048	157257704	157257832	448	False	0.0109897166817603	78641.0	78641.0	True	gasperini2019	K562	GALNT5	GALNT5		gasperini2019_GALNT5_157336209-157336481	not_fulco	157335345	157337345	78577
chr2	166349828	166351828	166393109	166393232	166154220	166547436	166293484	166408172	166375916	166376044	644	False	0.3177849003899565	42341.55555555224	17253.555555552244	True	gasperini2019	K562	SCN9A	SCN9A		gasperini2019_SCN9A_166393109-166393232	not_fulco	166392170	166394170	17190
chr2	169361535	169363535	169415288	169415742	169165927	169559143	169305191	169419879	169362535	169362663	448	False	0.0561997617762599	52980.0	52980.0	True	gasperini2019	K562	LRP2	LRP2		gasperini2019_LRP2_169415288-169415742	not_fulco	169414515	169416515	52916
chr2	169478488	169480488	169415288	169415742	169282880	169676096	169422144	169536832	169479360	169479488	447	False	0.0466361766308178	-63972.5	-63844.5	True	gasperini2019	K562	BBS5	BBS5		gasperini2019_BBS5_169415288-169415742	not_fulco	169414515	169416515	63909
chr2	171521568	171523568	171513679	171514152	171325960	171719176	171465224	171579912	171522440	171522568	447	True	0.9550647799917892	-8653.25	-8525.25	True	gasperini2019	K562	CYBRD1	CYBRD1		gasperini2019_CYBRD1_171513679-171514152	not_fulco	171512915	171514915	8589
chr2	189581421	189583421	189505524	189505694	189385813	189779029	189525077	189639765	189581909	189582037	444	False	0.1784793782765399	-76812.0	-76300.0	True	gasperini2019	K562	SLC40A1	SLC40A1		gasperini2019_SLC40A1_189505524-189505694	not_fulco	189504609	189506609	76364
chr2	189581421	189583421	189505788	189506106	189385813	189779029	189525077	189639765	189581909	189582037	444	False	0.2232693238066401	-76474.0	-75962.0	True	gasperini2019	K562	SLC40A1	SLC40A1		gasperini2019_SLC40A1_189505788-189506106	not_fulco	189504947	189506947	76026
chr2	189581421	189583421	189506406	189507046	189385813	189779029	189525077	189639765	189581909	189582037	444	False	0.1955373290213545	-75695.0	-75183.0	True	gasperini2019	K562	SLC40A1	SLC40A1		gasperini2019_SLC40A1_189506406-189507046	not_fulco	189505726	189507726	75247
chr2	189581421	189583421	189516594	189516849	189385813	189779029	189525077	189639765	189581909	189582037	444	False	0.0544614598174223	-65700.0	-65188.0	True	gasperini2019	K562	SLC40A1	SLC40A1		gasperini2019_SLC40A1_189516594-189516849	not_fulco	189515721	189517721	65252
chr2	189581421	189583421	189549073	189549360	189385813	189779029	189525077	189639765	189581909	189582037	444	False	0.2210067008323647	-33205.0	-32693.0	True	gasperini2019	K562	SLC40A1	SLC40A1		gasperini2019_SLC40A1_189549073-189549360	not_fulco	189548216	189550216	32757
chr2	189440482	189442482	189505788	189506106	189244874	189638090	189384138	189498826	189441354	189441482	447	False	0.2625689418276116	64464.5	64592.5	True	gasperini2019	K562	WDR75	WDR75		gasperini2019_WDR75_189505788-189506106	not_fulco	189504947	189506947	64529
chr2	189440482	189442482	189506406	189507046	189244874	189638090	189384138	189498826	189441354	189441482	447	False	0.2248852023865522	65243.5	65371.5	True	gasperini2019	K562	WDR75	WDR75		gasperini2019_WDR75_189506406-189507046	not_fulco	189505726	189507726	65308
chr2	189660436	189662436	189549073	189549360	189464828	189858044	189604092	189718780	189661436	189661564	448	False	0.0643860654370452	-112219.5	-112219.5	True	gasperini2019	K562	ASNSD1	ASNSD1		gasperini2019_ASNSD1_189549073-189549360	not_fulco	189548216	189550216	112284
chr2	191677366	191679366	191597195	191597646	191481758	191874974	191621022	191735710	191678110	191678238	446	True	0.0758003456730739	-80945.5	-80689.5	True	gasperini2019	K562	NABP1	NABP1		gasperini2019_NABP1_191597195-191597646	not_fulco	191596420	191598420	80754
chr2	191677366	191679366	191637477	191638088	191481758	191874974	191621022	191735710	191678110	191678238	446	False	0.8844480348397495	-40583.5	-40327.5	True	gasperini2019	K562	NABP1	NABP1		gasperini2019_NABP1_191637477-191638088	not_fulco	191636782	191638782	40392
chr2	191677366	191679366	191638568	191638856	191481758	191874974	191621022	191735710	191678110	191678238	446	False	0.7309557237134336	-39653.5	-39397.5	True	gasperini2019	K562	NABP1	NABP1		gasperini2019_NABP1_191638568-191638856	not_fulco	191637712	191639712	39462
chr2	191677366	191679366	191647968	191648205	191481758	191874974	191621022	191735710	191678110	191678238	446	False	0.083697669247631	-30279.5	-30023.5	True	gasperini2019	K562	NABP1	NABP1		gasperini2019_NABP1_191647968-191648205	not_fulco	191647086	191649086	30088
chr2	195639906	195641906	195562125	195562603	195444298	195837514	195583562	195698250	195657162	195657290	575	False	0.0796406559457346	-78542.0	-94798.0	True	gasperini2019	K562	SLC39A10	SLC39A10		gasperini2019_SLC39A10_195562125-195562603	not_fulco	195561364	195563364	94862
chr2	196169412	196171412	196101226	196101937	195973804	196367020	196113068	196227756	196171564	196171692	457	False	0.1350330448555363	-68831.0	-69983.0	True	gasperini2019	K562	STK17B	STK17B		gasperini2019_STK17B_196101226-196101937	not_fulco	196100581	196102581	70047
chr2	196169412	196171412	196123659	196124271	195973804	196367020	196113068	196227756	196171564	196171692	457	False	0.1573230103310993	-46447.0	-47599.0	True	gasperini2019	K562	STK17B	STK17B		gasperini2019_STK17B_196123659-196124271	not_fulco	196122965	196124965	47663
chr2	12716353	12718353	12705675	12706154	12520745	12913961	12660009	12774697	12716841	12716969	444	True	1.467845917795369	-11439.0	-10927.0	True	gasperini2019	K562	TRIB2	TRIB2		gasperini2019_TRIB2_12705675-12706154	not_fulco	12704914	12706914	10991
chr2	215427123	215429123	215299426	215299899	215231515	215624731	215370779	215485467	215436059	215436187	510	False	0.1310939702538571	-128461.46153846385	-136397.46153846383	True	gasperini2019	K562	FN1	FN1		gasperini2019_FN1_215299426-215299899	not_fulco	215298662	215300662	136461
chr2	215427123	215429123	215505477	215505924	215231515	215624731	215370779	215485467	215436059	215436187	510	False	0.0653173279128377	77576.53846153617	69640.53846153617	True	gasperini2019	K562	FN1	FN1		gasperini2019_FN1_215505477-215505924	not_fulco	215504700	215506700	69577
